Country,Sector,Gas,year,cons
Czech Republic,Other Fuel Combustion,CO2,1997,2.29
Czech Republic,Other Fuel Combustion,CH4,1997,0.03
Czech Republic,Other Fuel Combustion,N2O,1997,0.01
Czech Republic,Total excluding LUCF,All GHG,1997,147.95
Czech Republic,Total excluding LUCF,CO2,1997,124.79
Czech Republic,Total excluding LUCF,CH4,1997,17.4
Czech Republic,Total excluding LUCF,N2O,1997,5.49
Czech Republic,Total excluding LUCF,F-Gas,1997,0.26
Czech Republic,Total including LUCF,All GHG,1997,138.51
Czech Republic,Total including LUCF,CO2,1997,115.35
Czech Republic,Total including LUCF,CH4,1997,17.4
Czech Republic,Total including LUCF,N2O,1997,5.49
Czech Republic,Total including LUCF,F-Gas,1997,0.26
Czech Republic,Transportation,All GHG,1997,10.71
Czech Republic,Transportation,CO2,1997,10.39
Czech Republic,Transportation,CH4,1997,0.07
Czech Republic,Transportation,N2O,1997,0.25
Czech Republic,Waste,All GHG,1997,3.6
Czech Republic,Waste,CH4,1997,3.39
Czech Republic,Waste,N2O,1997,0.21
Czech Republic,Agriculture,All GHG,1996,8.3
Czech Republic,Agriculture,CH4,1996,4.6
Czech Republic,Agriculture,N2O,1996,3.7
Czech Republic,Building,All GHG,1996,16.82
Czech Republic,Building,CO2,1996,15.86
Czech Republic,Building,CH4,1996,0.87
Czech Republic,Building,N2O,1996,0.08
Czech Republic,Bunker Fuels,All GHG,1996,0.41
Czech Republic,Bunker Fuels,CO2,1996,0.41
Czech Republic,Bunker Fuels,CH4,1996,0.0
Czech Republic,Bunker Fuels,N2O,1996,0.0
Czech Republic,Electricity/Heat,All GHG,1996,71.61
Czech Republic,Electricity/Heat,CO2,1996,71.29
Czech Republic,Electricity/Heat,CH4,1996,0.02
Czech Republic,Electricity/Heat,N2O,1996,0.29
Czech Republic,Energy,All GHG,1996,135.16
Czech Republic,Energy,CO2,1996,124.62
Czech Republic,Energy,CH4,1996,9.84
Czech Republic,Energy,N2O,1996,0.7
Czech Republic,Fugitive Emissions,All GHG,1996,8.81
Czech Republic,Fugitive Emissions,CH4,1996,8.8
Czech Republic,Fugitive Emissions,N2O,1996,0.0
Czech Republic,Industrial Processes,All GHG,1996,3.48
Czech Republic,Industrial Processes,CO2,1996,2.12
Czech Republic,Industrial Processes,CH4,1996,0.05
Czech Republic,Industrial Processes,N2O,1996,1.14
Czech Republic,Industrial Processes,F-Gas,1996,0.18
Czech Republic,Land-Use Change and Forestry,All GHG,1996,-9.44
Czech Republic,Land-Use Change and Forestry,CO2,1996,-9.44
Czech Republic,Land-Use Change and Forestry,CH4,1996,0.0
Czech Republic,Land-Use Change and Forestry,N2O,1996,0.0
Czech Republic,Manufacturing/Construction,All GHG,1996,25.48
Czech Republic,Manufacturing/Construction,CO2,1996,25.37
Czech Republic,Manufacturing/Construction,CH4,1996,0.04
Czech Republic,Manufacturing/Construction,N2O,1996,0.07
Czech Republic,Other Fuel Combustion,All GHG,1996,2.05
Czech Republic,Other Fuel Combustion,CO2,1996,2.02
Czech Republic,Other Fuel Combustion,CH4,1996,0.03
Czech Republic,Other Fuel Combustion,N2O,1996,0.01
Czech Republic,Total excluding LUCF,All GHG,1996,150.43
Czech Republic,Total excluding LUCF,CO2,1996,126.74
Czech Republic,Total excluding LUCF,CH4,1996,17.76
Czech Republic,Total excluding LUCF,N2O,1996,5.75
Czech Republic,Total excluding LUCF,F-Gas,1996,0.18
Czech Republic,Total including LUCF,All GHG,1996,140.99
Czech Republic,Total including LUCF,CO2,1996,117.3
Czech Republic,Total including LUCF,CH4,1996,17.76
Czech Republic,Total including LUCF,N2O,1996,5.75
Czech Republic,Total including LUCF,F-Gas,1996,0.18
Czech Republic,Transportation,All GHG,1996,10.39
Czech Republic,Transportation,CO2,1996,10.08
Czech Republic,Transportation,CH4,1996,0.07
Czech Republic,Transportation,N2O,1996,0.25
Czech Republic,Waste,All GHG,1996,3.48
Czech Republic,Waste,CH4,1996,3.27
Czech Republic,Waste,N2O,1996,0.21
Czech Republic,Agriculture,All GHG,1995,8.24
Czech Republic,Agriculture,CH4,1995,4.72
Czech Republic,Agriculture,N2O,1995,3.52
Czech Republic,Building,All GHG,1995,15.82
Czech Republic,Building,CO2,1995,14.91
Czech Republic,Building,CH4,1995,0.83
Czech Republic,Building,N2O,1995,0.08
Czech Republic,Bunker Fuels,All GHG,1995,0.57
Czech Republic,Bunker Fuels,CO2,1995,0.57
Czech Republic,Bunker Fuels,CH4,1995,0.0
Czech Republic,Bunker Fuels,N2O,1995,0.0
Czech Republic,Electricity/Heat,All GHG,1995,69.12
Czech Republic,Electricity/Heat,CO2,1995,68.81
Czech Republic,Electricity/Heat,CH4,1995,0.02
Czech Republic,Electricity/Heat,N2O,1995,0.29
Czech Republic,Energy,All GHG,1995,133.78
Czech Republic,Energy,CO2,1995,123.17
Czech Republic,Energy,CH4,1995,9.99
Czech Republic,Energy,N2O,1995,0.62
Czech Republic,Fugitive Emissions,All GHG,1995,8.94
Czech Republic,Fugitive Emissions,CH4,1995,8.94
Czech Republic,Fugitive Emissions,N2O,1995,0.0
Czech Republic,Industrial Processes,All GHG,1995,3.36
Czech Republic,Industrial Processes,CO2,1995,2.01
Czech Republic,Industrial Processes,CH4,1995,0.05
Czech Republic,Industrial Processes,N2O,1995,1.18
Czech Republic,Industrial Processes,F-Gas,1995,0.13
Czech Republic,Land-Use Change and Forestry,All GHG,1995,-9.44
Czech Republic,Land-Use Change and Forestry,CO2,1995,-9.44
Czech Republic,Land-Use Change and Forestry,CH4,1995,0.0
Czech Republic,Land-Use Change and Forestry,N2O,1995,0.0
Czech Republic,Manufacturing/Construction,All GHG,1995,26.62
Czech Republic,Manufacturing/Construction,CO2,1995,26.51
Czech Republic,Manufacturing/Construction,CH4,1995,0.04
Czech Republic,Manufacturing/Construction,N2O,1995,0.07
Czech Republic,Other Fuel Combustion,All GHG,1995,5.81
Czech Republic,Other Fuel Combustion,CO2,1995,5.7
Czech Republic,Other Fuel Combustion,CH4,1995,0.09
Czech Republic,Other Fuel Combustion,N2O,1995,0.02
Czech Republic,Total excluding LUCF,All GHG,1995,148.82
Czech Republic,Total excluding LUCF,CO2,1995,125.18
Czech Republic,Total excluding LUCF,CH4,1995,17.99
Czech Republic,Total excluding LUCF,N2O,1995,5.53
Czech Republic,Total excluding LUCF,F-Gas,1995,0.13
Czech Republic,Total including LUCF,All GHG,1995,139.39
Czech Republic,Total including LUCF,CO2,1995,115.74
Czech Republic,Total including LUCF,CH4,1995,17.99
Czech Republic,Total including LUCF,N2O,1995,5.53
Czech Republic,Total including LUCF,F-Gas,1995,0.13
Czech Republic,Transportation,All GHG,1995,7.47
Czech Republic,Transportation,CO2,1995,7.25
Czech Republic,Transportation,CH4,1995,0.06
Czech Republic,Transportation,N2O,1995,0.16
Czech Republic,Waste,All GHG,1995,3.45
Czech Republic,Waste,CH4,1995,3.24
Czech Republic,Waste,N2O,1995,0.21
Czech Republic,Agriculture,All GHG,1994,8.65
Czech Republic,Agriculture,CH4,1994,5.0
Czech Republic,Agriculture,N2O,1994,3.65
Czech Republic,Building,All GHG,1994,15.1
Czech Republic,Building,CO2,1994,14.11
Czech Republic,Building,CH4,1994,0.91
Czech Republic,Building,N2O,1994,0.09
Czech Republic,Bunker Fuels,All GHG,1994,0.54
Czech Republic,Bunker Fuels,CO2,1994,0.53
Czech Republic,Bunker Fuels,CH4,1994,0.0
Czech Republic,Bunker Fuels,N2O,1994,0.0
Czech Republic,Electricity/Heat,All GHG,1994,65.24
Czech Republic,Electricity/Heat,CO2,1994,64.95
Czech Republic,Electricity/Heat,CH4,1994,0.02
Czech Republic,Electricity/Heat,N2O,1994,0.27
Czech Republic,Energy,All GHG,1994,133.37
Czech Republic,Energy,CO2,1994,122.5
Czech Republic,Energy,CH4,1994,10.23
Czech Republic,Energy,N2O,1994,0.65
Czech Republic,Fugitive Emissions,All GHG,1994,9.08
Czech Republic,Fugitive Emissions,CH4,1994,9.08
Czech Republic,Fugitive Emissions,N2O,1994,0.0
Czech Republic,Industrial Processes,All GHG,1994,3.42
Czech Republic,Industrial Processes,CO2,1994,2.21
Czech Republic,Industrial Processes,CH4,1994,0.04
Czech Republic,Industrial Processes,N2O,1994,1.05
Czech Republic,Industrial Processes,F-Gas,1994,0.12
Czech Republic,Land-Use Change and Forestry,All GHG,1994,-9.44
Czech Republic,Land-Use Change and Forestry,CO2,1994,-9.44
Czech Republic,Land-Use Change and Forestry,CH4,1994,0.0
Czech Republic,Land-Use Change and Forestry,N2O,1994,0.0
Czech Republic,Manufacturing/Construction,All GHG,1994,27.52
Czech Republic,Manufacturing/Construction,CO2,1994,27.38
Czech Republic,Manufacturing/Construction,CH4,1994,0.05
Czech Republic,Manufacturing/Construction,N2O,1994,0.09
Czech Republic,Other Fuel Combustion,All GHG,1994,7.66
Czech Republic,Other Fuel Combustion,CO2,1994,7.52
Czech Republic,Other Fuel Combustion,CH4,1994,0.12
Czech Republic,Other Fuel Combustion,N2O,1994,0.03
Czech Republic,Total excluding LUCF,All GHG,1994,148.89
Czech Republic,Total excluding LUCF,CO2,1994,124.71
Czech Republic,Total excluding LUCF,CH4,1994,18.52
Czech Republic,Total excluding LUCF,N2O,1994,5.55
Czech Republic,Total excluding LUCF,F-Gas,1994,0.12
Czech Republic,Total including LUCF,All GHG,1994,139.45
Czech Republic,Total including LUCF,CO2,1994,115.27
Czech Republic,Total including LUCF,CH4,1994,18.52
Czech Republic,Total including LUCF,N2O,1994,5.55
Czech Republic,Total including LUCF,F-Gas,1994,0.12
Czech Republic,Transportation,All GHG,1994,8.77
Czech Republic,Transportation,CO2,1994,8.54
Czech Republic,Transportation,CH4,1994,0.06
Czech Republic,Transportation,N2O,1994,0.18
Czech Republic,Waste,All GHG,1994,3.45
Czech Republic,Waste,CH4,1994,3.25
Czech Republic,Waste,N2O,1994,0.2
Czech Republic,Agriculture,All GHG,1993,9.42
Czech Republic,Agriculture,CH4,1993,5.76
Czech Republic,Agriculture,N2O,1993,3.66
Czech Republic,Building,All GHG,1993,15.78
Czech Republic,Building,CO2,1993,14.7
Czech Republic,Building,CH4,1993,0.98
Czech Republic,Building,N2O,1993,0.1
Czech Republic,Bunker Fuels,All GHG,1993,0.44
Czech Republic,Bunker Fuels,CO2,1993,0.43
Czech Republic,Bunker Fuels,CH4,1993,0.0
Czech Republic,Bunker Fuels,N2O,1993,0.0
Czech Republic,Electricity/Heat,All GHG,1993,65.45
Czech Republic,Electricity/Heat,CO2,1993,65.17
Czech Republic,Electricity/Heat,CH4,1993,0.02
Czech Republic,Electricity/Heat,N2O,1993,0.27
Czech Republic,Energy,All GHG,1993,140.25
Czech Republic,Energy,CO2,1993,128.79
Czech Republic,Energy,CH4,1993,10.81
Czech Republic,Energy,N2O,1993,0.66
Czech Republic,Fugitive Emissions,All GHG,1993,9.56
Czech Republic,Fugitive Emissions,CH4,1993,9.55
Czech Republic,Fugitive Emissions,N2O,1993,0.0
Czech Republic,Industrial Processes,All GHG,1993,3.19
Czech Republic,Industrial Processes,CO2,1993,2.2
Czech Republic,Industrial Processes,CH4,1993,0.04
Czech Republic,Industrial Processes,N2O,1993,0.85
Czech Republic,Industrial Processes,F-Gas,1993,0.11
Czech Republic,Land-Use Change and Forestry,All GHG,1993,-9.44
Czech Republic,Land-Use Change and Forestry,CO2,1993,-9.44
Czech Republic,Land-Use Change and Forestry,CH4,1993,0.0
Czech Republic,Land-Use Change and Forestry,N2O,1993,0.0
Czech Republic,Manufacturing/Construction,All GHG,1993,33.18
Czech Republic,Manufacturing/Construction,CO2,1993,33.01
Czech Republic,Manufacturing/Construction,CH4,1993,0.06
Czech Republic,Manufacturing/Construction,N2O,1993,0.11
Czech Republic,Other Fuel Combustion,All GHG,1993,8.12
Czech Republic,Other Fuel Combustion,CO2,1993,7.95
Czech Republic,Other Fuel Combustion,CH4,1993,0.14
Czech Republic,Other Fuel Combustion,N2O,1993,0.02
Czech Republic,Total excluding LUCF,All GHG,1993,156.18
Czech Republic,Total excluding LUCF,CO2,1993,130.98
Czech Republic,Total excluding LUCF,CH4,1993,19.72
Czech Republic,Total excluding LUCF,N2O,1993,5.37
Czech Republic,Total excluding LUCF,F-Gas,1993,0.11
Czech Republic,Total including LUCF,All GHG,1993,146.75
Czech Republic,Total including LUCF,CO2,1993,121.54
Czech Republic,Total including LUCF,CH4,1993,19.72
Czech Republic,Total including LUCF,N2O,1993,5.37
Czech Republic,Total including LUCF,F-Gas,1993,0.11
Czech Republic,Transportation,All GHG,1993,8.17
Czech Republic,Transportation,CO2,1993,7.96
Czech Republic,Transportation,CH4,1993,0.05
Czech Republic,Transportation,N2O,1993,0.16
Czech Republic,Waste,All GHG,1993,3.32
Czech Republic,Waste,CH4,1993,3.11
Czech Republic,Waste,N2O,1993,0.2
Czech Republic,Agriculture,All GHG,1992,10.64
Czech Republic,Agriculture,CH4,1992,6.6
Czech Republic,Agriculture,N2O,1992,4.02
Czech Republic,Building,All GHG,1992,16.45
Czech Republic,Building,CO2,1992,15.28
Czech Republic,Building,CH4,1992,1.07
Czech Republic,Building,N2O,1992,0.11
Czech Republic,Bunker Fuels,All GHG,1992,0.54
Czech Republic,Bunker Fuels,CO2,1992,0.53
Czech Republic,Bunker Fuels,CH4,1992,0.0
Czech Republic,Bunker Fuels,N2O,1992,0.0
Czech Republic,Electricity/Heat,All GHG,1992,64.65
Czech Republic,Electricity/Heat,CO2,1992,64.37
Czech Republic,Electricity/Heat,CH4,1992,0.02
Czech Republic,Electricity/Heat,N2O,1992,0.26
Czech Republic,Energy,All GHG,1992,143.32
Czech Republic,Energy,CO2,1992,131.67
Czech Republic,Energy,CH4,1992,10.97
Czech Republic,Energy,N2O,1992,0.67
Czech Republic,Fugitive Emissions,All GHG,1992,9.69
Czech Republic,Fugitive Emissions,CH4,1992,9.69
Czech Republic,Fugitive Emissions,N2O,1992,0.0
Czech Republic,Industrial Processes,All GHG,1992,3.67
Czech Republic,Industrial Processes,CO2,1992,2.47
Czech Republic,Industrial Processes,CH4,1992,0.04
Czech Republic,Industrial Processes,N2O,1992,1.06
Czech Republic,Industrial Processes,F-Gas,1992,0.1
Czech Republic,Land-Use Change and Forestry,All GHG,1992,-9.44
Czech Republic,Land-Use Change and Forestry,CO2,1992,-9.44
Czech Republic,Land-Use Change and Forestry,CH4,1992,0.0
Czech Republic,Land-Use Change and Forestry,N2O,1992,0.0
Czech Republic,Manufacturing/Construction,All GHG,1992,40.25
Czech Republic,Manufacturing/Construction,CO2,1992,40.04
Czech Republic,Manufacturing/Construction,CH4,1992,0.08
Czech Republic,Manufacturing/Construction,N2O,1992,0.14
Czech Republic,Other Fuel Combustion,All GHG,1992,4.14
Czech Republic,Other Fuel Combustion,CO2,1992,4.06
Czech Republic,Other Fuel Combustion,CH4,1992,0.06
Czech Republic,Other Fuel Combustion,N2O,1992,0.01
Czech Republic,Total excluding LUCF,All GHG,1992,160.84
Czech Republic,Total excluding LUCF,CO2,1992,134.14
Czech Republic,Total excluding LUCF,CH4,1992,20.66
Czech Republic,Total excluding LUCF,N2O,1992,5.95
Czech Republic,Total excluding LUCF,F-Gas,1992,0.1
Czech Republic,Total including LUCF,All GHG,1992,151.4
Czech Republic,Total including LUCF,CO2,1992,124.7
Czech Republic,Total including LUCF,CH4,1992,20.66
Czech Republic,Total including LUCF,N2O,1992,5.95
Czech Republic,Total including LUCF,F-Gas,1992,0.1
Czech Republic,Transportation,All GHG,1992,8.13
Czech Republic,Transportation,CO2,1992,7.92
Czech Republic,Transportation,CH4,1992,0.05
Czech Republic,Transportation,N2O,1992,0.16
Czech Republic,Waste,All GHG,1992,3.25
Czech Republic,Waste,CH4,1992,3.05
Czech Republic,Waste,N2O,1992,0.19
Czech Republic,Agriculture,All GHG,1991,11.8
Czech Republic,Agriculture,CH4,1991,7.4
Czech Republic,Agriculture,N2O,1991,4.37
Czech Republic,Building,All GHG,1991,23.54
Czech Republic,Building,CO2,1991,22.19
Czech Republic,Building,CH4,1991,1.22
Czech Republic,Building,N2O,1991,0.13
Czech Republic,Bunker Fuels,All GHG,1991,0.47
Czech Republic,Bunker Fuels,CO2,1991,0.46
Czech Republic,Bunker Fuels,CH4,1991,0.0
Czech Republic,Bunker Fuels,N2O,1991,0.0
Czech Republic,Electricity/Heat,All GHG,1991,66.58
Czech Republic,Electricity/Heat,CO2,1991,66.29
Czech Republic,Electricity/Heat,CH4,1991,0.02
Czech Republic,Electricity/Heat,N2O,1991,0.26
Czech Republic,Energy,All GHG,1991,149.23
Czech Republic,Energy,CO2,1991,136.9
Czech Republic,Energy,CH4,1991,11.68
Czech Republic,Energy,N2O,1991,0.65
Czech Republic,Fugitive Emissions,All GHG,1991,10.23
Czech Republic,Fugitive Emissions,CH4,1991,10.23
Czech Republic,Fugitive Emissions,N2O,1991,0.0
Czech Republic,Industrial Processes,All GHG,1991,1.01
Czech Republic,Industrial Processes,CO2,1991,
Czech Republic,Industrial Processes,CH4,1991,0.04
Czech Republic,Industrial Processes,N2O,1991,0.88
Czech Republic,Industrial Processes,F-Gas,1991,0.09
Czech Republic,Land-Use Change and Forestry,All GHG,1991,-9.44
Czech Republic,Land-Use Change and Forestry,CO2,1991,-9.44
Czech Republic,Land-Use Change and Forestry,CH4,1991,0.0
Czech Republic,Land-Use Change and Forestry,N2O,1991,0.0
Czech Republic,Manufacturing/Construction,All GHG,1991,37.23
Czech Republic,Manufacturing/Construction,CO2,1991,37.05
Czech Republic,Manufacturing/Construction,CH4,1991,0.06
Czech Republic,Manufacturing/Construction,N2O,1991,0.11
Czech Republic,Other Fuel Combustion,All GHG,1991,5.32
Czech Republic,Other Fuel Combustion,CO2,1991,5.19
Czech Republic,Other Fuel Combustion,CH4,1991,0.11
Czech Republic,Other Fuel Combustion,N2O,1991,0.02
Czech Republic,Total excluding LUCF,All GHG,1991,165.26
Czech Republic,Total excluding LUCF,CO2,1991,136.9
Czech Republic,Total excluding LUCF,CH4,1991,22.16
Czech Republic,Total excluding LUCF,N2O,1991,6.11
Czech Republic,Total excluding LUCF,F-Gas,1991,0.09
Czech Republic,Total including LUCF,All GHG,1991,155.82
Czech Republic,Total including LUCF,CO2,1991,127.46
Czech Republic,Total including LUCF,CH4,1991,22.16
Czech Republic,Total including LUCF,N2O,1991,6.11
Czech Republic,Total including LUCF,F-Gas,1991,0.09
Czech Republic,Transportation,All GHG,1991,6.34
Czech Republic,Transportation,CO2,1991,6.17
Czech Republic,Transportation,CH4,1991,0.04
Czech Republic,Transportation,N2O,1991,0.12
Czech Republic,Waste,All GHG,1991,3.24
Czech Republic,Waste,CH4,1991,3.04
Czech Republic,Waste,N2O,1991,0.2
Czech Republic,Agriculture,All GHG,1990,13.56
Czech Republic,Agriculture,CH4,1990,7.74
Czech Republic,Agriculture,N2O,1990,5.82
Czech Republic,Building,All GHG,1990,24.68
Czech Republic,Building,CO2,1990,23.23
Czech Republic,Building,CH4,1990,1.32
Czech Republic,Building,N2O,1990,0.14
Czech Republic,Bunker Fuels,All GHG,1990,0.66
Czech Republic,Bunker Fuels,CO2,1990,0.66
Czech Republic,Bunker Fuels,CH4,1990,0.0
Czech Republic,Bunker Fuels,N2O,1990,0.01
Czech Republic,Electricity/Heat,All GHG,1990,67.92
Czech Republic,Electricity/Heat,CO2,1990,67.63
Czech Republic,Electricity/Heat,CH4,1990,0.02
Czech Republic,Electricity/Heat,N2O,1990,0.27
Czech Republic,Energy,All GHG,1990,163.91
Czech Republic,Energy,CO2,1990,150.2
Czech Republic,Energy,CH4,1990,13.0
Czech Republic,Energy,N2O,1990,0.71
Czech Republic,Fugitive Emissions,All GHG,1990,11.4
Czech Republic,Fugitive Emissions,CH4,1990,11.4
Czech Republic,Fugitive Emissions,N2O,1990,0.0
Czech Republic,Industrial Processes,All GHG,1990,1.39
Czech Republic,Industrial Processes,CO2,1990,
Czech Republic,Industrial Processes,CH4,1990,0.05
Czech Republic,Industrial Processes,N2O,1990,1.26
Czech Republic,Industrial Processes,F-Gas,1990,0.09
Czech Republic,Land-Use Change and Forestry,All GHG,1990,-9.44
Czech Republic,Land-Use Change and Forestry,CO2,1990,-9.44
Czech Republic,Land-Use Change and Forestry,CH4,1990,0.0
Czech Republic,Land-Use Change and Forestry,N2O,1990,0.0
Czech Republic,Manufacturing/Construction,All GHG,1990,46.9
Czech Republic,Manufacturing/Construction,CO2,1990,46.68
Czech Republic,Manufacturing/Construction,CH4,1990,0.08
Czech Republic,Manufacturing/Construction,N2O,1990,0.14
Czech Republic,Other Fuel Combustion,All GHG,1990,5.88
Czech Republic,Other Fuel Combustion,CO2,1990,5.72
Czech Republic,Other Fuel Combustion,CH4,1990,0.14
Czech Republic,Other Fuel Combustion,N2O,1990,0.02
Czech Republic,Total excluding LUCF,All GHG,1990,181.96
Czech Republic,Total excluding LUCF,CO2,1990,150.2
Czech Republic,Total excluding LUCF,CH4,1990,23.66
Czech Republic,Total excluding LUCF,N2O,1990,8.02
Czech Republic,Total excluding LUCF,F-Gas,1990,0.09
Czech Republic,Total including LUCF,All GHG,1990,172.53
Czech Republic,Total including LUCF,CO2,1990,140.76
Czech Republic,Total including LUCF,CH4,1990,23.66
Czech Republic,Total including LUCF,N2O,1990,8.02
Czech Republic,Total including LUCF,F-Gas,1990,0.09
Czech Republic,Transportation,All GHG,1990,7.13
Czech Republic,Transportation,CO2,1990,6.95
Czech Republic,Transportation,CH4,1990,0.04
Czech Republic,Transportation,N2O,1990,0.14
Czech Republic,Waste,All GHG,1990,3.1
Czech Republic,Waste,CH4,1990,2.87
Czech Republic,Waste,N2O,1990,0.23
Germany,Agriculture,All GHG,2019,58.72
Germany,Agriculture,CH4,2019,31.9
Germany,Agriculture,N2O,2019,26.83
Germany,Building,All GHG,2019,124.38
Germany,Building,CO2,2019,121.04
Germany,Building,CH4,2019,2.82
Germany,Building,N2O,2019,0.53
Germany,Bunker Fuels,All GHG,2019,33.9
Germany,Bunker Fuels,CO2,2019,33.6
Germany,Bunker Fuels,CH4,2019,0.02
Germany,Bunker Fuels,N2O,2019,0.28
Germany,Electricity/Heat,All GHG,2019,263.44
Germany,Electricity/Heat,CO2,2019,261.86
Germany,Electricity/Heat,CH4,2019,0.36
Germany,Electricity/Heat,N2O,2019,1.22
Germany,Energy,All GHG,2019,658.34
Germany,Energy,CO2,2019,644.11
Germany,Energy,CH4,2019,8.65
Germany,Energy,N2O,2019,5.58
Germany,Fugitive Emissions,All GHG,2019,4.45
Germany,Fugitive Emissions,CO2,2019,
Germany,Fugitive Emissions,CH4,2019,4.45
Germany,Fugitive Emissions,N2O,2019,0.0
Germany,Industrial Processes,All GHG,2019,24.45
Germany,Industrial Processes,CO2,2019,13.29
Germany,Industrial Processes,CH4,2019,0.5
Germany,Industrial Processes,N2O,2019,1.18
Germany,Industrial Processes,F-Gas,2019,9.48
Germany,Land-Use Change and Forestry,All GHG,2019,-29.48
Germany,Land-Use Change and Forestry,CO2,2019,-29.48
Germany,Land-Use Change and Forestry,CH4,2019,0.0
Germany,Land-Use Change and Forestry,N2O,2019,0.0
Germany,Manufacturing/Construction,All GHG,2019,94.05
Germany,Manufacturing/Construction,CO2,2019,93.56
Germany,Manufacturing/Construction,CH4,2019,0.19
Germany,Manufacturing/Construction,N2O,2019,0.3
Germany,Other Fuel Combustion,All GHG,2019,7.3
Germany,Other Fuel Combustion,CO2,2019,7.22
Germany,Other Fuel Combustion,CH4,2019,0.06
Germany,Other Fuel Combustion,N2O,2019,0.02
Germany,Total excluding LUCF,All GHG,2019,749.71
Germany,Total excluding LUCF,CO2,2019,657.4
Germany,Total excluding LUCF,CH4,2019,48.71
Germany,Total excluding LUCF,N2O,2019,34.12
Germany,Total excluding LUCF,F-Gas,2019,9.48
Germany,Total including LUCF,All GHG,2019,720.23
Germany,Total including LUCF,CO2,2019,627.92
Germany,Total including LUCF,CH4,2019,48.71
Germany,Total including LUCF,N2O,2019,34.12
Germany,Total including LUCF,F-Gas,2019,9.48
Germany,Transportation,All GHG,2019,164.72
Germany,Transportation,CO2,2019,160.43
Germany,Transportation,CH4,2019,0.78
Germany,Transportation,N2O,2019,3.51
Germany,Waste,All GHG,2019,8.2
Germany,Waste,CH4,2019,7.67
Germany,Waste,N2O,2019,0.53
Germany,Agriculture,All GHG,2018,58.3
Germany,Agriculture,CH4,2018,32.6
Germany,Agriculture,N2O,2018,25.68
Germany,Building,All GHG,2018,123.79
Germany,Building,CO2,2018,120.46
Germany,Building,CH4,2018,2.81
Germany,Building,N2O,2018,0.51
Germany,Bunker Fuels,All GHG,2018,35.21
Germany,Bunker Fuels,CO2,2018,34.9
Germany,Bunker Fuels,CH4,2018,0.02
Germany,Bunker Fuels,N2O,2018,0.29
Germany,Electricity/Heat,All GHG,2018,312.22
Germany,Electricity/Heat,CO2,2018,310.4
Germany,Electricity/Heat,CH4,2018,0.37
Germany,Electricity/Heat,N2O,2018,1.45
Germany,Energy,All GHG,2018,708.86
Germany,Energy,CO2,2018,694.47
Germany,Energy,CH4,2018,8.63
Germany,Energy,N2O,2018,5.76
Germany,Fugitive Emissions,All GHG,2018,4.43
Germany,Fugitive Emissions,CO2,2018,
Germany,Fugitive Emissions,CH4,2018,4.43
Germany,Fugitive Emissions,N2O,2018,0.0
Germany,Industrial Processes,All GHG,2018,25.16
Germany,Industrial Processes,CO2,2018,13.23
Germany,Industrial Processes,CH4,2018,0.5
Germany,Industrial Processes,N2O,2018,1.15
Germany,Industrial Processes,F-Gas,2018,10.28
Germany,Land-Use Change and Forestry,All GHG,2018,-29.48
Germany,Land-Use Change and Forestry,CO2,2018,-29.48
Germany,Land-Use Change and Forestry,CH4,2018,0.0
Germany,Land-Use Change and Forestry,N2O,2018,0.0
Germany,Manufacturing/Construction,All GHG,2018,98.88
Germany,Manufacturing/Construction,CO2,2018,98.39
Germany,Manufacturing/Construction,CH4,2018,0.19
Germany,Manufacturing/Construction,N2O,2018,0.3
Germany,Other Fuel Combustion,All GHG,2018,7.26
Germany,Other Fuel Combustion,CO2,2018,7.19
Germany,Other Fuel Combustion,CH4,2018,0.06
Germany,Other Fuel Combustion,N2O,2018,0.02
Germany,Total excluding LUCF,All GHG,2018,800.96
Germany,Total excluding LUCF,CO2,2018,707.7
Germany,Total excluding LUCF,CH4,2018,49.85
Germany,Total excluding LUCF,N2O,2018,33.12
Germany,Total excluding LUCF,F-Gas,2018,10.28
Germany,Total including LUCF,All GHG,2018,771.48
Germany,Total including LUCF,CO2,2018,678.22
Germany,Total including LUCF,CH4,2018,49.85
Germany,Total including LUCF,N2O,2018,33.12
Germany,Total including LUCF,F-Gas,2018,10.28
Germany,Transportation,All GHG,2018,162.29
Germany,Transportation,CO2,2018,158.04
Germany,Transportation,CH4,2018,0.78
Germany,Transportation,N2O,2018,3.47
Germany,Waste,All GHG,2018,8.63
Germany,Waste,CH4,2018,8.1
Germany,Waste,N2O,2018,0.53
Germany,Agriculture,All GHG,2017,60.94
Germany,Agriculture,CH4,2017,33.6
Germany,Agriculture,N2O,2017,27.39
Germany,Building,All GHG,2017,134.78
Germany,Building,CO2,2017,131.57
Germany,Building,CH4,2017,2.69
Germany,Building,N2O,2017,0.52
Germany,Bunker Fuels,All GHG,2017,36.2
Germany,Bunker Fuels,CO2,2017,35.89
Germany,Bunker Fuels,CH4,2017,0.02
Germany,Bunker Fuels,N2O,2017,0.3
Germany,Electricity/Heat,All GHG,2017,329.67
Germany,Electricity/Heat,CO2,2017,327.74
Germany,Electricity/Heat,CH4,2017,0.39
Germany,Electricity/Heat,N2O,2017,1.53
Germany,Energy,All GHG,2017,733.56
Germany,Energy,CO2,2017,718.79
Germany,Energy,CH4,2017,8.83
Germany,Energy,N2O,2017,5.94
Germany,Fugitive Emissions,All GHG,2017,4.72
